,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_512,RGA74,Feeling Excited,None,"So I'm looking for someone to have fun with. Enjoy outdoor activities especially involving water, gymtime, Sunday Fundays, Traveling, even day trips, like to entertain as well(bbqs), live music and everything else Austin has to offer. I consider myself to be very sociable. Send me a message if there's anything else you'd like to ask.",Non-Smoker with Average body type," Pflugerville, Texas ","45 year old Male, 5' 5"" (165cm), Christian - other",Hispanic,RGA74 is looking for a relationship.,Some college,Adventurer,Sales/Real Estate,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 8 years,Very Ambitious,Dog,Spanish,45,M,Taurus
match_513,maybeso88,Fire away,"['Walk on the beach', 'Parks', 'Football']",Looking for a good woman,Non-Smoker with A Few Extra Pounds body type," San marcos, Texas ","53 year old Male, 5' 8"" (173cm), Non-religious",Hispanic,maybeso88 is looking for a relationship.,High school,Athletic,Security,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Separated,No,Brown,Brown,Yes,Yes,Over 5 years,Ambitious,No Pets,,53,M,Leo
match_514,Abra_cadabra,.,"['Outdoors', 'Live music', 'Road trips']",Be real. Be consistent. No FAKE profiles or SCAMMERS. ,Non-Smoker with Average body type," San antonio, Texas ","35 year old Male, 6' 2"" (188cm), Other",Caucasian,Abra_cadabra wants to date but nothing serious.,Masters Degree,Tattooed/Pierced,.,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Blond(e),Green,Yes,No,Over 7 years,Ambitious,Dog,,35,M,Capricorn
match_515,Rwvette2,Enjoying Life,None,Enjoying life. Looking for someone to spend life with.,Non-Smoker with Average body type," Round rock, Texas ","39 year old Male, 5' 10"" (178cm), Non-religious",Caucasian,Rwvette2 is looking for a relationship.,Some college,Professional,Looking forward to meeting you,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 8 years,Somewhat Ambitious,No Pets,,39,M,Leo
match_516,dimond66,"KIK IT FOR A WHILE , YOU SHOULD HAVE A SMILE","['Health', 'Cooking', 'Yoga']","I like to have a good time doing almost anything, I like doing things. I am not one to sitaround. Get up in the morning with a happy face! I love staying outdoors in the summer, camping , swimming, I am looking for my best friend and hopefully something more. life is to short to not be out there living it. Also I am the type that likes to meet and talk; far to much BS over the net.If you you want to know someone it should be in person. IMO",Non-Smoker with Athletic body type," Buffalo, Texas ","53 year old Male, 6' 3"" (191cm), Christian - other",Middle Eastern,dimond66 wants to find someone to marry.,Graduate Degree,Animal Lover,Construction,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Mixed Color,Brown,Yes,Yes,Over 10 years,Ambitious,Dog,English,53,M,Gemini
match_517,DK5651,Don’t judge a book from it’s previous editions HA!,"['Sports', 'MMA', 'Boxing']","Gym > Netflix Marvel > DCDogs > Cats GOT > Harry Potter Sunday Funday > Lazy SundayFormer Marine, complete gentleman. I am currently separated. My situation is very unique but I am not putting the story on here because it’s personal but if you are interested I would be more than happy to tell why there is no going back. What I will tell you on here is that it wasn’t due to unfaithfulness or anything horrible. It is an interesting story though to say the least. Looking for dating that could possibly lead to something. Would like to build a connection with someone special. I don’t drink alcohol by choice. I don’t care if you do but I would prefer if we meet first over coffee or something that doesn’t necessarily involve drinking so I can get to know the real you. Then I would be happy to go out to a bar or anywhere else that would involve others drinking. Cowboys fan? We may not get along. Being that I am an Eagles fan. I know wrong state... Haha!",Non-Smoker with Athletic body type," Schertz, Texas ","42 year old Male, 5' 9"" (175cm), Christian - other",Caucasian,DK5651 is looking for a relationship.,Bachelors Degree,Athletic,Associate Director at Pharma Company,Woman,Dating,Not Completed,View his chemistry results,No,Does not want children,Separated,No,Bald,Brown,Yes,Yes,Over 9 years,Very Ambitious,Dog,,42,M,Cancer
match_518,HazelEyedGuy,Let's proceed as if this is going well,None,I'll come back to this part in the near future. I'm presently at a loss for words of what to say and would rather think carefully about what I write here instead of just writing something not representative of who I am.,Non-Smoker with Average body type," Austin, Texas ","42 year old Male, 5' 11"" (180cm), Non-religious",Caucasian,HazelEyedGuy is looking for a relationship.,Masters Degree,Geek,Engineer,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Hazel,Yes,No,Over 10 years,Ambitious,Dog,,42,M,Virgo
match_519,DjKoolRob,Just being Kool.,None,"I am very outgoing and love to have fun, going out or staying home are both fine with me. I love going to the gym and eating healthy and that is a big factor in my life, and I want to hangout with women that are into it as well. I am also into traveling to different places and countries, I also dj on the side and have been doing that since 1991. I have absolutely no drama and love it. Anything else you want to know don't be afraid to ask.",Non-Smoker with Athletic body type," Kyle, Texas ","48 year old Male, 6' 1"" (185cm), Non-religious",Black,DjKoolRob wants to date but nothing serious.,Associates Degree,Adventurer,Technician ,Woman,Hang Out,Not Completed,Not Completed,Socially,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 10 years,Very Ambitious,No Pets,,48,M,Aries
match_52,Legendary75,Single parent looking for friends to go,None,I''m a single parent looking for friends to go out and get to know and see where things lead to and I''m also a workaholic I work as an independent contractor for a flooring company,Non-Smoker with Average body type," Austin, Texas ","44 year old Male, 5' 6"" (168cm), Catholic",Hispanic,Legendary75 is actively seeking a relationship.,High school,Homebody,Self Employed,Woman,Dating,Not Completed,Not Completed,No,Undecided/Open,Divorced,No,Black,Brown,Yes,Yes,Over 8 years,Ambitious,No Pets,Spanish,44,M,Virgo
match_520,rcarr15,Casting a line,"['Horror movies', 'MMA', 'Food']","I enjoy getting out of the house when the mood is right, but would much rather stay in and cook while watching horror movies and documentaries. I enjoy watching most sports and love to watch them with my son as well.I'm looking for someone that enjoys being silly to where we are both gasping for air from laughing so hard. Someone that I can waste hours with and have a blast doing nothing.",Non-Smoker with Athletic body type," New braunfels, Texas ","35 year old Male, 5' 10"" (178cm), Non-religious",Caucasian,rcarr15 wants to date but nothing serious.,Masters Degree,Foodie,Self employed ,Woman,Dating,Not Completed,View his chemistry results,Socially,Want children,Separated,No,Brown,Brown,Yes,Yes,Over 6 years,Ambitious,Cat & Dog,,35,M,Cancer
match_521,etnaDyeliaB,"Hit my inbox, Anything u want to know, ask.",None,My definition of success is living comfortably providing for my family,Non-Smoker with Athletic body type," San antonio, Texas ","35 year old Male, 6' 0"" (183cm), Non-religious",Black,etnaDyeliaB wants to date but nothing serious.,Some college,Free Thinker,Warehouse Order Selector,Woman,Dating,Not Completed,Not Completed,Socially,Want children,Single,No,Brown,Brown,Yes,Yes,Over 3 years,Ambitious,No Pets,,35,M,Libra
match_522,louie210,I think my hook is broken.,"['Movies', 'Music', 'Bbq']","My name is Louie. I am looking to date.I like all kinds of music. I love the outdoors. Would like to find someone that is down to earth. I live alone, I have no pets. I like to watch shows on Netflix. I like to be around happy people so if you are grumpy and negative all the time about everthing, its not going to work. I am not into the party all the time scene. I have been there done that. But I do like to go out to the bar or a dance Hall on occasion. I like to dance spanish music. I would like to meet someone that would like something more long term in the future. A person that can hold a job and knows what it is to be a responsible adult. I am not old fashion in some ways. But i do believe that your partner and you should work as a team. I live by the saying "" treat others like you want to be treated"". I been on to many one sided relationships. I am a caring loving person. If you would like to know send me a message. Thank you for reading.",Non-Smoker with Athletic body type," San antonio, Texas ","39 year old Male, 5' 6"" (168cm), Non-religious",Hispanic,louie210 is looking for a relationship.,High school,Beach Bum,Tech,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 3 years,Somewhat Ambitious,No Pets,Spanish,39,M,Leo
match_523,JoshuaMichael9,The good fish,None,"I work at an insurance company. I love my job. I have a lot of different interests. I love to dance and cook. I try to stay active through riding my bicycle, swimming and running. My side job is that I make cartoons, come have a tequila shot with me?",Non-Smoker with Average body type," San antonio, Texas ","42 year old Male, 5' 8"" (173cm), Catholic",Hispanic,JoshuaMichael9 is looking for a relationship.,Bachelors Degree,Night Owl,Financial Advisor,Woman,Long Term,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Hazel,Yes,No,Over 2 years,Very Ambitious,No Pets,,42,M,Cancer
match_524,Fake2Happy,Not 45 I am 31,None,Made a older age profile just to see what''s out there and see where it goes.,Non-Smoker with Average body type," Austin, Texas ","45 year old Male, 6' 0"" (183cm), Non-religious",Caucasian,Fake2Happy wants to date but nothing serious.,Some college,Adventurer,Job,Woman,Hang Out,Not Completed,Not Completed,Socially,,Single,No,Brown,Green,Yes,Yes,Over 6 years,Ambitious,No Pets,,45,M,Gemini
match_525,5122027477,Single Dad,None,Spend most of my time takeing care of my kid or working like some one to be whit would be nice I like card games RPG mostly. Not in to clubs or bars like to find a woman that's more nerdy like me then a drinker or clubber,Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","37 year old Male, 5' 9"" (175cm), Non-religious",Caucasian,5122027477 is looking for a relationship.,High school,Homebody,Bus driver,Woman,Long Term,Not Completed,Not Completed,No,Undecided/Open,Divorced,No,Black,Blue,Yes,Yes,Over 10 years,Somewhat Ambitious,No Pets,,37,M,Aquarius
match_526,Buffalony11,Here I am,None,"I am a Big Buffalo Bills, Sabres and New York Yankees fan. I like to run, workout and be Outside.I like to cook and really like to eat.",Non-Smoker with Prefer Not To Say body type," Old round rock, Texas ","50 year old Male, 5' 8"" (173cm), Christian - other",Caucasian,Buffalony11 is looking for a relationship.,High school,Coffee Snob,tech,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Mixed Color,Blue,Yes,All my kids are over 18,Over 10 years,Somewhat Ambitious,No Pets,,50,M,Taurus
match_527,rolpat420,I been in a relationship for 18 years,None,I’m a person who love to do things like getting out to a festival the country bar clubs play pool I want to have fun go camping fishing watch movie too I have no kids and I’m selling my house not sure if I’m buying a new one or if I’m going to buy a RV and save money and just hook up and go somewhere on the weekend I don’t want to have to worry about money and week to week about rent i want to be free as a bird,Non-Smoker with Average body type," Pflugerville, Texas ","42 year old Male, 5' 8"" (173cm), Catholic",Hispanic,rolpat420 wants to find someone to marry.,Some college,Chef,Superintendent hvac,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Black,Brown,Yes,No,Over 10 years,Somewhat Ambitious,Dog,Spanish,42,M,Gemini
match_528,atxchillin512,Looking to hang out or whatever.,"['Games', 'Movies', 'Chilling']","What's up! I'm just a single man, with his own place, job and time. I'm a homebody and like just chilling playing video games or watching Netflix/Hulu/Sling/HBO, whatever I can sign into. I do enjoy going to the movies and/or bars, dinner, etc. Just not a super party person like I once was. Good Vibes Please. I'm drama free and would Appricate the same. Although, it says I don't want anything serious, that doesn't mean I'm not willing to see where stuff goes. I'm looking to establish a meaningful relationship with someone who wants to come over and spend time with me often. This takes time and can't happen in a few dates.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","36 year old Male, 5' 11"" (180cm), Non-religious",Hispanic,atxchillin512 wants to date but nothing serious.,High school,Gamer,Ask,Woman,Hang Out,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Prefer Not To Say,No,Over 6 years,Somewhat Ambitious,No Pets,,36,M,Gemini
match_529,txczech,Looking for relationship,"['Sports', 'Movies', 'Dining']","I love outdoor activities, things like camping, fishing, hiking, Bbq's, sporting events, and pretty much anything outdoors. I am also onto pro-sports, I love the Cowboys, and the Texans are ok. I like or enjoy watching Baseball, I like the Rangers and Astros. I also enjoy college sports. I graduated from Southwest Texas State, now Texas State in San Marcos. I also like the UT Longhorns sports teams. I enjoy listening to music, concerts, etc. I like country music, and classic rock mostly. I enjoy eating out, dining, bbq's with friends, camping, fishing, hiking, pretty much anything outdoors. I have lived in Florida, and I still have family there, so I make many trips there, and I love the beach when I go. I also enjoy movies, museums, and just relaxing at home too!I work for the State of Texas, Juvenile Corrections. I love dogs, and I have a Jack Russell Terrier, her name's Miley, 7 years old now. I don't mind dancing now and then, country that is. Anything else, please ask. I will tell.",Non-Smoker with A Few Extra Pounds body type," Manor, Texas ","58 year old Male, 5' 11"" (180cm), Christian - other",Caucasian,txczech is looking for a relationship.,Bachelors Degree,Animal Lover,Juvenile Correctional Officer ,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Mixed Color,Hazel,Yes,No,Over 5 years,Somewhat Ambitious,Dog,,58,M,Virgo
match_53,notaprep,Could you be with a Yankees Fan?,"['Motorcycle racing', 'Scuba', 'Painting']","me: Born in Chicago, Raised in Germany, Italy, LuxembourgMoved here 2014Speaks German and EnglishCan dance Bachata, Salsa, MerengueLoves wearing suitsCan’t drink to save my life (but I won’t stop trying)Love to communicate Keeps promises and loathes liarsNOT LOOKING FOR A HOOK UP OR ANYTHING SHORT TERMWill take you dancingDoesn’t go out every weekend if I can stay homeHave a dog (German Shepherd)Non-biasMotorcycle race instructor Certified SCUBA diver47 countries visited3of my 5 Love Languages are physical touch, quality time, acts of serviceHer:Wants a relationshipEnjoys dancingDoesn’t have exes lurkingBelieves in communicationNo secretsLikes to throw on a pair of heels and have real datesIs sure about commitmentEnjoys foodLikes to be active Passionate",Non-Smoker with Athletic body type," San antonio, Texas ","41 year old Male, 6' 1"" (185cm), Christian - other",Mixed Race,notaprep is looking for a relationship.,Masters Degree,Hopeless Romantic,Risk Management,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,Yes,Over 10 years,Very Ambitious,Dog,,41,M,Scorpio
match_530,KWStir,Let's give it a try.,None,Hello I'm Going to be honest ......... Probably more honest than you would like for me to be. This site is very disappointing . There is women on here that aren't women. Women on here trying to get you to give them money. Women on here that are offering sexual favors for money. So here it goes all of you women that are actually women on here that are looking for a good man that you think does not exist. They exist I am one yes I'm standing up patting myself on the back and telling you. I love to joke I love to make you laugh I love to be affectionate I love to get to know who you are and what makes you tick. I'm a great cook and I enjoy doing it I will clean the house I will pick up my own shit. I do understand that we are different. I am recently divorced and I'm not afraid or ashamed to tell you I did not want to be divorced I was married for 10 years to the woman of my dreams she was a beautiful sarcastic soft-spoken for the most part woman when it came to children she had a heart of gold . But let me tell you where it went wrong and I'm not going to blame her completely and I'm not going to blame myself completely as we all know in relationships it takes two. Here's the part that I really would like for you to pay attention to cuz it will help you understand what most men are about. Like I told you I'm loving and I'm affectionate. I'm going to give herall that I have but when you get nothing in return and the person that you're in love with doesn't treat you the way that you was treated in the beginning and you don't completely have your eyes on the Lord and living the way you should with Grace and understanding you make a lot of mistakes. She stopped being attentive she stopped caring about what I liked or what I needed and if I'm honest I would have to say that I kind of treated her the same way( tit for tat ) trust me that never works most of us treat people that way if you treat me like sh*tI'm going to treat you like shit. We should treat each person in our relationship how we want to be treated at all times no matter how they treat you and just pray that it will come back to you eventually. But women let me tell you if you don't take care of your man he's going to start screwing up I mean really there's a reason that most large towns has tons of strip joints why do you think that is if a woman was to treat her man like the strippers do in the strip joints they would never go to them that's a hint and a tip that you need to pay attention to. If a man's nuts are always drained they won't have the desire to run around on you. You got to get that poison out of their system. You got to tell him that you appreciate him let him know how thankful you are to have him in your life. It's not hard to have a good man all you have to do is treat them no matter how they treat you like you did in the beginning and ladies I would tell every man the same treat your wife and your girlfriend like you did the first two or three weeks of your relationship throughout your entire relationship always keep your eyes on God and love one another with Grace and understanding.ladies don't get me wrong there's still some guys out there that are just real pieces of sh*tjust like there's women out there that are real pieces of shit. Okay I'm off my soapbox go on about your day.,Non-Smoker with Average body type," Roundrock, Texas ","48 year old Male, 5' 11"" (180cm), Christian - other",Caucasian,KWStir is looking for a relationship.,Some college,Foodie,Director in communications ,Woman,Friends,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No,Brown,Blue,Yes,All my kids are over 18,Over 9 years,Ambitious,No Pets,,48,M,Capricorn
match_531,URD1FORME,Hit me up if you want to get to know me.,None,Ask me,Non-Smoker with Average body type," Austin, Texas ","45 year old Male, 5' 5"" (165cm), Other",Native American,URD1FORME is looking for a relationship.,High school,Athletic,Transportation,Woman,Dating,Not Completed,Not Completed,No,Undecided/Open,Single,No,Black,Brown,Yes,Yes,Over 10 years,Ambitious,No Pets,Spanish,45,M,Virgo
match_532,Potential210,You no picture! Me no response! READ My Profile!,"['Working out', 'Traveling', 'Sports']","Okay, so I have been cursed out and called everything but what I was named, on this site. Often, because I didn't response within the time frame they thought I should. Relax.....I have a life. Also, I have no interest in being a Sugar Daddy or picking up another dependent. (Reciprocal, reciprocity, reciprocate)I do workout and eat right/clean most of the time; however, I am not shallow (Looking for similar qualities). My pics are current and the details on my profile are facts. No exaggerations, old pics, or pics taken from angles that misrepresent my appearance. No catfish here! (Looking for similar). That said, I hate to argue but love to laugh. A peaceful home and relationship are a must. I love to travel, but I don't run the streets. I am ambitious but not overzealous. I believe in good financial stewardship but money doesn't define me. I am educated, successful (relative), established, gentlemen-like, but I don’t take myself too serious. I am just as comfortable at a formal or corporate event as I am at a hole-in-the-wall club. I am very loyal but I have a low tolerance for mind games. I communicate well, but I can't read minds. I've traveled from Rome to Tokyo, but I don't need to be at every event or on every happening scene. I'm cool with a big bowl of popcorn, remote, and my couch. I have 3 incredible kids: 24, 21, and 16..I am seeking an easy woman: Easy to get along with, easy to be around, easy on the eyes, easy to talk to, easy to have a nice time with, easy to like or love, easy to travel with,.etc. Easy like Sunday morning.... I’m looking for something real! I am very unattracted to confrontational, argumentative, pompous, rude, negative, troublesome, ignorant, and disrespectful people that lack a sense of humor. Life is too short.........",Non-Smoker with Athletic body type," San antonio, Texas ","45 year old Male, 5' 9"" (175cm), Other",Black,Potential210 is looking for a relationship.,Masters Degree,Adventurer,Chief Administrative Officer ,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Single,No,Bald,Brown,Yes,Yes,Over 10 years,Very Ambitious,No Pets,,45,M,Capricorn
match_533,Dcedar70,"Love to have fun, I love traveling,",None,"Spontaneous, love to travel, like football, dancing and good food.",Non-Smoker with Average body type," Cedar park, Texas ","49 year old Male, 5' 11"" (180cm), Christian - other",Black,Dcedar70 is looking for a relationship.,Bachelors Degree,Adventurer,Sales,Woman,Long Term,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Black,Brown,Yes,All my kids are over 18,Over 10 years,Very Ambitious,No Pets,,49,M,Sagittarius
match_534,D357753,Do real Women still exist? So many fake profiles SMH,"['Women only', 'BE Original', 'Less Makeup Is Better']","Love all types of music. Spontaneous, Adventurous, Government affiliated. I will retire soon. I also have a home based business. I only hang with people who have goals in life to be successful. I hate drama, fake profiles, and people who eat with their mouths open! Ask me a question and I'll answer.",Non-Smoker with Athletic body type," New braunfels, Texas ","40 year old Male, 5' 9"" (175cm), Non-religious",Mixed Race,D357753 is looking for a relationship.,Associates Degree,Professional,Retired/ Government ,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Divorced,No,Bald,Hazel,Yes,Yes,Over 6 years,Ambitious,No Pets,,40,M,Capricorn
match_535,JustJoe1958,WHERE ARE YOU ?,None,"Easy going, great sense of Humor. Loves road trips, the coast and Texas Hill Country. Loves most music, but prefer my 70s and 80s. Love movies, staying in or dining out. Old fashioned romantic and respectful.",Non-Smoker with A Few Extra Pounds body type," Buda, Texas ","61 year old Male, 5' 6"" (168cm), Catholic",Hispanic,JustJoe1958 is looking for a relationship.,High school,Night Owl,Law Enforcement,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Black,Brown,Yes,Yes,Over 10 years,Somewhat Ambitious,Dog,Spanish,61,M,Cancer
match_536,Ron1978,wish I could “boost” but I can’t... if only lol,None,Love dogs and winter..,Non-Smoker with Average body type," Austin, Texas ","41 year old Male, 5' 9"" (175cm), Catholic",Mixed Race,Ron1978 is actively seeking a relationship.,Some college,Animal Lover,Project Manager,Woman,Long Term,Not Completed,Not Completed,Socially,Want children,Single,No,Black,Brown,Yes,No,Over 4 years,Ambitious,No Pets,,41,M,Gemini
match_537,MSKon,Looking for Always,"['Biking', 'Bowling', 'Fishing']","Please have more then two photos of just your face, yes it’s important that you have a face but I’m sure there’s more to you then that and you’re not always laying in bed or on a couch. If you’re average or athlete in body type that really means right now you’re not overweight, I’m not interested in what you want to be right now I want to know what you are.**Because this is so important to so many** I’m putting this first in consideration of time. I voted for Trump, he is my president, I am a veteran citizen of the United States. I don’t alway agree with his politics but I respect the office.I love to travel, and I am very fortunate to have the resources and time to do so. One problem with being so fortunate is I enjoy it more as a shared experience. I have to say...I'm looking for someone that is available, emotionally and physically. I'm NOT looking for that Part Time person. Additionally I am a huge outdoor expedition guy, so if you are a full time home body I am not your man. Ig oneifbyoverland.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","54 year old Male, 6' 2"" (188cm), Jewish",Caucasian,MSKon is looking for a relationship.,Associates Degree,Adventurer,Manager,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Undecided/Open,Divorced,No,Brown,Brown,Yes,All my kids are over 18,Over 5 years,Ambitious,Cat & Dog,,54,M,Capricorn
match_538,doctordata,Hi There,None,hi there,Non-Smoker with Average body type," Austin, Texas ","48 year old Male, 5' 8"" (173cm), Jewish",Caucasian,doctordata wants to date but nothing serious.,Bachelors Degree,Geek,Software Architect,Woman,Friends,Not Completed,Not Completed,Socially,Does not want children,Not Single/Not Looking,No,Brown,Brown,Yes,Yes,Over 10 years,Ambitious,No Pets,French,48,M,Virgo
match_539,take2rolling,"Start with ""hi"", won't hold it against you",None,"Full transparent disclaimer: I am poly. So please make certain you're ok with that first.Let's go out. You can ask me the basics for starters, but much more just spoils the rest.",Non-Smoker with Average body type," Austin, Texas ","37 year old Male, 6' 1"" (185cm), Non-religious",Caucasian,take2rolling wants to date but nothing serious.,Some college,Free Thinker,ask,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Divorced,No,Brown,Blue,Yes,Yes,Over 4 years,Somewhat Ambitious,Other,,37,M,Pisces
match_54,aaabrindle13,Hey there,None,"Like working on the house, have good conversations.",Non-Smoker with A Few Extra Pounds body type," Round rock, Texas ","46 year old Male, 5' 7"" (170cm), Christian - other",Caucasian,aaabrindle13 wants to date but nothing serious.,Some college,Gamer,Manufacturing,Woman,Hang Out,Not Completed,Not Completed,Prefer Not To Say,Want children,Single,No,Black,Hazel,Yes,No,Over 5 years,Somewhat Ambitious,No Pets,,46,M,Capricorn
match_540,cowboy1944_37,Good respectful country guy.,"['Dancing', 'Movies', 'Johndeere Tractors']","I’m a nice country guy looking to be happy!I own my own site work company, which is growing rapidly!Things I enjoy:Spending time with my 2 boys who are 2 & 6!Fishing / hunting.ATV’s.Dancing the two step.Farming.Working cows.Antique tractor pulls!Going to dinner, movie theater.Water sports, snow boarding, Watching movies cuddling on the couch.Outdoor kinda guy.Traveling, camping.Just for starters, ask me anything you wanna know!",Non-Smoker with Thin body type," New braunfels, Texas ","34 year old Male, 5' 10"" (178cm), Christian - other",Caucasian,cowboy1944_37 is looking for a relationship.,Some college,Night Owl,Owner,Woman,Long Term,Not Completed,View his chemistry results,Socially,Undecided/Open,Divorced,No,Brown,Brown,Yes,Yes,Over 5 years,Very Ambitious,Dog,,34,M,Capricorn
match_541,mshel06,Enjoy Life,None,I enjoy life to the fullest. I love to watch all sports. My goals are to be the best father to my kids as well as be productive in life. I’m a homebody who is simple. I love all types of music.,Non-Smoker with Athletic body type," Leander, Texas ","54 year old Male, 5' 6"" (168cm), Baptist",Black,mshel06 wants to date but nothing serious.,Bachelors Degree,Athletic,USPS Clerk,Woman,Friends,Not Completed,View his chemistry results,Prefer Not To Say,Prefer Not To Say,Single,No,Black,Brown,Yes,Yes,Over 5 years,Somewhat Ambitious,No Pets,,54,M,Pisces
match_542,rockleg,open minded,"['Travel', 'Exploring', 'Fun']","Someone to have fun with, open minded, non judgmental. Open to talk about anything. Enjoys exploring and finding new places. I’m not a shy person, able to have a conversation with anyone.",Non-Smoker with Athletic body type," Round rock, Texas ","48 year old Male, 6' 0"" (183cm), Catholic",Hispanic,rockleg is actively seeking a relationship.,Some college,Hopeless Romantic,management,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Black,Brown,Yes,All my kids are over 18,Over 10 years,Very Ambitious,No Pets,Spanish,48,M,Scorpio
match_543,ojm4673,I really am 6ft tall,None,Fill this out later.,Non-Smoker with Athletic body type," Austin, Texas ","46 year old Male, 6' 0"" (183cm), Catholic",Other Ethnicity,ojm4673 is actively seeking a relationship.,Some University,Daredevil,I do my own stunts,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Brown,Yes,Yes,Over 8 years,Very Ambitious,Dog,Spanish,46,M,Aries
match_544,derflh65,Love swimming and cycling hiking anything outdoors,None,"Single Professional, drama free, love to work out. Love anything outdoorsy, Living life to the fullest. Seeking my best friend for long terms relationship...Live a life you Love! Be in love with your life! Every minute of it! Living a health life style by the faith of god in ATX ",Non-Smoker with Athletic body type," Austin, Texas ","54 year old Male, 5' 10"" (178cm), Methodist",Caucasian,derflh65 is looking for a relationship.,Some college,Beach Bum,Telecom ,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Grey,Green,Yes,No,Over 10 years,Somewhat Ambitious,Dog,,54,M,Aquarius
match_545,funnyandfaithful,am done with these sites your last chance awaits,"['Poker', 'NFL', 'Sports during playoffs']","I am looking for a smart, funny, affectionate and caring woman to spend time with and see where things go from there. I am working on my health if that is a talking point. I like reality tv, movies, nfl.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","50 year old Male, 5' 8"" (173cm), Christian - other",Caucasian,funnyandfaithful is looking for a relationship.,Some college,Class Clown,Sales/mgmt,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No,Mixed Color,Blue,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,,50,M,Leo
match_546,Romeo2014,"Work out, dancer, manager, builder. Let’s go dance","['Dance', 'Salsa', 'Bachata']","Quantum physics, staying active dancing and working out",Non-Smoker with Athletic body type," Austin, Texas ","37 year old Male, 5' 10"" (178cm), New age",Hispanic,Romeo2014 is looking for a relationship.,Some college,Athletic,Manager ,Woman,Dating,Not Completed,Not Completed,No,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 3 years,Very Ambitious,No Pets,Spanish,37,M,Leo
match_547,alexlenyn,Hi,None,I''m looking for stable relationships,Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","41 year old Male, 5' 10"" (178cm), Non-religious",Hispanic,alexlenyn is looking for a relationship.,Some University,Athletic,None,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Brown,Prefer Not To Say,Yes,Over 9 years,Ambitious,No Pets,,41,M,Pisces
