,username,Gender,Education,Ethnicity,about_me_text
779,OniSama,M,Some college,Mixed Race,"Here we go again...and I have to say...its almost impressive as to how much more intellectual these Bots on here have become...they can almost fool you if you don't know better...It seems to me that no one REALLY wants to have conversations here...I have been left sitting here waiting for a reply so many times..and either ignored altogether or never getting an answer...people say they don't want perv's...yet are bored easily if the topic isn't about sex? I dont get it..Quick note: Ladies, starting your profile off by saying ""I dont need a man...I want a man"" is NOT a turn on..nor does your self liberation or independance make a guy want to talk to you more. It's actually offensive...a REAL man in your life wants to feel appreciated just like you...not compared or as if he is already not enough for you before or shortly after you meet...not ALL guys are your ex's ffs...A woman can be independent and NOT be a narcissistic snob about it..So..with that said...let me say first...that I am NOT here so that you can judge me by what I can offer you..thats a 2 way street...secondly...I am not here to play 2nd to EVERYTHING else you have going on in your life...kids..job...ex...or the 15 dudes you are talking to at once...blah blah....if you don't have time...get off the app and quit wasting people's time..Am I saying guys are perfect? Hell no! I have heard the horror stories ladies...speaking of which...i don't have the perfect body...the perfect smile...the perfect life...and news flash...YES I have ex's too!! Omg...theres a concept right? Anyhow..if you think you can be real or are real..can deal with imperfection...and at least remotely have your sh*t together...take a chance and send me a message?P.S. You have an opinion and you are entitled to it...but fyi...if you are offended by anything you just read...you are clearly that woman I just explained... And should quickly bypass me..if you are not offended and still dont say hi...you are missing out on either a good friend and or just maybe the best man you have ever met!Bait that hook!"
780,SAQuinn2019,M,Bachelors Degree,Other Ethnicity,Traveling History Outdoor adventuresGhost adventures Giants baseball 49ers football The count of monte ChristoAncient aliens Talking on the phone like I was back in high school 
781,mrgkm,M,Some college,Black,"I am an easy going person. I believe that you should live life to the fullest.I am very family oriented. Looking for outgoing, fun, and good hearted female to hang out with.Someone who is looking for something long-term - possibly marriage."
782,texasronster2016,M,High school,Caucasian,I am looking for my angel. The one who makes me forget the past and put laser focus on the future 
783,fball6987,M,Some college,Hispanic,Just a regular guy that was raised right. Never met my father so I really just understand a ladies point of view and understand how a lot of things can hurt
784,ngtmarsonny,M,Masters Degree,Other Ethnicity,"Highly educated Passionate Ambitious Compassionate Not perfect!Light drinkerDrug freeEngineer StableDog dadAthletic 6’1CooksReadsGolfsTravelsI’m just me, and I never try to be someone else! I’m not for everyone, but I’m perfect for someone!"
785,Esteep,M,High school,Caucasian,I’m perfect
786,distance_runner,M,Graduate Degree,Caucasian,"Interested in meeting someone who likes to run, work out, values fitness, enjoys the outdoors, or who shares concern for animal welfare, the environment, and conservation.Would be interested in meeting to work out or to enjoy outdoor activities. EXERCISE is the nearest thing to a fountain of youth. With that being said I'm also attracted to plus size. Personality is most important.I want to donate the hair to charity and try the bald look. This is something I'm willing to compromise on though.I don't spend much time on here and won't message long before meeting. I'm not interested in a chat partner.I decide in the beginning if I'm interested in meeting in person and I'm committed to getting to know someone.Regarding the photo, she's a friend; we're not together. I think her smile is worth a million bucks. I'm single and want to make you smile too.AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa."
787,Countryman1025,M,Bachelors Degree,Hispanic,"I am an easy to get along with, laid back, educated, professional with a great career in the construction industry. I have one 16 year old daughter who lives with her mother. I enjoy weekend getaways to the coast and some weekend down time relaxing at home or visiting with friends and family. I enjoy the simple things in life and am grateful for the blessings and opportunities I have been blessed with in life."
788,cowboytigger,M,Some college,Caucasian,Think its lake time!!!!..
789,TravelingTexan2018,M,Some college,Caucasian,"Americana music, motorsports, guitars, concerts, small town festivals, movies, Texas history, lakes & beaches, comedy clubs, cars, are a few things that interest me - not necessarily in that order."
790,austinwildguy,M,Bachelors Degree,Caucasian,"Fun loving, caring person."
791,Teata,M,High school,Black,"Hello, ThereA brief description about me, I'm hard working individual. I'm very ambitious and like to set goals and achieve them. I'm father of 1 child that my heart. I live my life to build a pathway for him. I'm often quit at first until I can connect with a individual about a common interest that we both can relate to. I'm into sport, 60 minutes, good documentary, American Greed etc. I'm very open minded like to experience everything probably at least one time. I know where I'm headed in life. I'm a people person would like to be with someone can open my mind up and become a challenge. Well that pretty much sum up a brief description of me. If need to know more just ask and see where the conversation take us."
792,mpena33,M,Some college,Hispanic,I like going to see concerts and comedy shows alot.That's me and Kevin Nealon from SNL.Really nice guy.I enjoy movies action some what more horror or sci fi fantasy.
793,late28,M,Masters Degree,Caucasian,"I'm looking for a smart confidant out going women to share new experiences with that likes the out doors in all forms I have many interests to share with the right woman and would love to share your interests also. I'm self-employed and self motivated. I'm interested in a caring relationship with a kind and considerate person. Honesty and integrity are important as well as the ability to communicate openly and freely. It is important that we have some things in common. I am looking for someone who can carry on an intellectual conversation and who is well spoken as well as a sense of humor. I like animals and being outdoors as well as the coziness of friends and good conversation. The ocean and beaches have always been an important part of my life. I love going out for dinners as well as cooking for guests, cooking for myself. I've decided it's time to enjoy life a lot more. My goal is to find someone special. I have a great career. I don't have time or any interest in drama or adding stress to my life. I want to do things, different things whether I end up liking them or not. While I wear a suit and tie to work I'm really much more comfortable in my old jeans. I was recently informed that I had failed this section to state who I'm looking for. Perhaps it's because I'm not sure how to describe her. I have no idea what hair color she'll have or what her height will be. Not sure if it matters if her favorite food is Sushi or if she prefers Italian restaurants or if she likes beaches more than the mountains. However, I know she'll be a good person who is kind and thoughtful toward others. She smiles a lot. She likes to laugh a lot! She doesn't have to be a athlete but she takes care of herself and is health conscious. I'd like someone who is sharp witty but who also has a fun and silly side. But ultimately, it will be more about how she makes me feel than what she looks like or what her favorite hobby is. I really wish to find a woman to spend the rest of my life with. Which me luck everyone has i which you the same."
794,iu619,M,Bachelors Degree,Caucasian,"NOTE: * Scammers, false profiles, lives miles away from city, request video call on POF, etc. There is NO video call feature from POF. * DO NOT WRITE TO ME trying to get my email or phone for texting only.*NOT interested in long-distance relationship, texting, fwb, hookups.-----------------Hi, would like to meet a female who is open to the possibility of a long term relationship. Would prefer to meet someone who is easy to get along with, likes to read, have smart conversations, has a good sense of humor, non smoker, honest, sincere, loving, financially responsable, and has an overall positive outlook on life. Do not mind if you have children or if you live a few cities away from Austin, TX. *In a few words, I have the best disposition to contribute to your life in a positive way being a good friend while also sharing common interests and fun activities* About me, have a warm personality, kind-hearted, good sense of humor, have a young spirit, funny, playful, honest, sincere, chivalrous, have artistic talents, and respectful with women. Speak Spanish fluently as a second language. Also enjoy traveling, visiting new places, and road trips.I am aware you have worries about online dating...my profile is real just as my pictures are recent. Would be happy to receive a message from you. Thank you for reviewing my profile :-)"
795,MANNY52,M,Masters Degree,Hispanic,"Genuine, nice, fun, educated and respectful looking for long term relationship, friends first. I am family oriented and love kids. Enjoy many indoor/outdoor activities and sports (Football, Soccer, Golf, , Baseball, Basketball, etc), hill country drives, festivals, live music, camping, fishing, dining, cooking, wine tasting, margaritas, travel, beach/lake, movies, spending quality time with friends and family, BBQ'S, good coffee and great conversation. Love a good sense of humor and love to laugh. Look forward to hearing from you!!"
796,rambojn51,M,Some college,Caucasian,"Like outdoors beaches surf fishing sunsets, enjoying what life has to offer like sports Bq’s hill country rides"
797,Txwaterskier49,M,Bachelors Degree,Caucasian,"Now a little about myself: I am outgoing, honest, loyal, active, laidback, patient, and a lot of other stuff I cant think of right now haha. I love the outdoors and I love to waterski ( And I'm quite good too ). I am open minded and try and respect everyone. I like to go out but enjoy the quiet nights at home equally as much. I have 2 daughters ages 21 and 28. I have been divorced a little over 20 years now. I like sports especially football. I am in good shape and try to keep myself fit even though I don't eat right all the time. I like all kinds of music, and really like to go to local concerts. My favorite thing to do in the summer is hang out at the lake. I like camping, BBQing, hiking, movies. I live in Austin but grew up in the country ( Llano ) and am just a country guy at heart. I enjoy the simple things in life. I am not perfect but I am a good guy with a good heart and I don't think you will be disappointed if you contact me. What Am I looking for? Now thats a tough one to answer on here. I am looking for the love of my life. My best friend as well as my lover. Someone I am excited to see everynight. My partner in crime so to speak. I want someone I can cuddle on the couch with ( seriously, Is there anything better than that? ). I want someone I can talk to, confide in. Someone to travel with and take weekend trips with. I am looking for happiness. I am looking for true love, the woman that makes my heart sputter every time I see her. Im looking for someone who knows Im not perfect but loves me anyway. I am looking for someone I can treat like a Queen. I know my Queen is out there somewhere."
798,Valentino210,M,High school,Mixed Race,"Military Brat...Father served 20 years and I served 8...so I know a little something about Integrity...honest person and don't bullshit...I treat others the way I expect to be treated...love movies and music...watch all kind of movies, but favorites are comedies and suspense/thrillers...listen to all kinds of music, but mostly listening to ol' school R&B, freestyle, bachata and reggaeton on my iPod...likes to take it easy and chill...done with the whole club scene...but still hit up my favorite bars to shoot pool...if you want to know more, you'll have to ask"
799,jmaccr53,M,High school,Black,Black male looking for friends maybe more looking for a serious lady thats seriously looking to meet up and get to know me not looking for someone just to chat with or just wanna be friends this is a dating site and im looking to date 
800,Ar4455,M,Some college,Hispanic,Hello there!! ;) first time on this online dating so given this a shot Looking for someone to hangout possibly more if we come to a great connection ;))
801,bigpapa9,M,High school,Hispanic,Enjoy life
802,BigTex1220,M,Some college,Hispanic,"Hello. I was born and raised here. I grew up a Cowboys fan so please don't hold that agaisnt me. Lol. Spurs Fan without question.I have 2 kids that live with me full time. One of which is 15 and my little one is going on 8. They are becoming a little more self efficient, so it gives me time to get out a little bit and test the waters.My oldest and I have gone to the monster truck shows for the past decade, and will continue to do so. Its become a tradition you could say. I play tennis year round, in league's and in tournament's in and around the city. I'm very passionate about the game, I started playing when I was about 12 years old. I read books about financial freedom. (i.e. Dave Ramsey, Tony Robbins, Suze Orman). One goal of mine is to have financial peace, it is an everyday struggle, but I won't stop until I've reached that peace. I don't compare myself to others. I just continue to be the best version of myself everyday I'm givin to do so. I listen to a variety of music, Rock-n-roll, spanish, rap, hip-hop, love songs, a little raegae, country. I haven't learned to 2 step however. Always willing to try new things never the less. I really like comedy shows, I've attened appearances by Kevin Hart, Dave Chappelle, Joey Diaz. Joe Rogan, Gary Owen to name a few. As my kids get older would defintely like to travel. We've been to a couple of places, like Florida, Carloina, California, Las Vegas.. Lol.. Well Las Vegas was with some friends.I don't smoke and only drink socially, however I haven't socialized much lately. hope to hear from you and if not, good luck to you on your venture."
803,Need69M,M,High school,Hispanic,Hard-working loving father hoping be good husband enjoy life to the fullest what''s a good and bad things in life close to make the best of everything
804,19edt70,M,High school,Caucasian,"Music snob, love live music."
805,eyeswideopen77,M,Bachelors Degree,Caucasian,"Married for 19 years, the first 14 were great. I don't like living alone, in fact, I suck at it. So, I'm here for the same reasons, to find that special one, that one girl to share the rest of our lives. Simple right?I just bought a new home in New Braunfels, 4 kids, 2 still living with me, ages 15 and 14. Family is important. I like simple things, I'm comfortable staying at home, but must take the bike out each weekend for a Sunday ride (my therapy). Another big one is the music. Life would be boring without it.I own a couple of festivals simply for the love of music. I have a song written about me that's pretty cool. Enough about me, I can't wait to hear your story."
806,cowboyenuff,M,Some college,Mixed Race,"So it is said here first...  I am no longer able to be your ""SUPERMAN"". Mostly because I am now a 53 y/o, disabled, single male. Too busy trying to be one for myself. And if Living by myself in the Austin area; with little to no help outside of me, means my focus is only on 1 person for now. You should know that because of the number of scammers, fake profiles, the crazies on here. I’ll just cut to the chase, and say that I am definitely not interested in being one of many. Add to that, because I mention my current state/condition, women think I too am a scammer. funny!!!Fact is, I am not seeking anyone's pity or sympathy. And because I have always been that kind of male who has a problem taking money from women. Any you have is safe from me. SERIOUSLY!!!!"
807,drpegasus,M,PhD / Post Doctoral,Caucasian,"Hi and thanks for reading my profile,I'm new here - so 1st. I like to see what's here . WHERE IS A HONEST SCRUPULOUS (having moral integrity)Lady? I have to explain this word, since so few know it here. PLEASE ONLY YOU WRITE TO ME, not through your sister, blah,blah. I own my large yacht on Provo down in Turks & Caicos - Fly down(my plain plane) to the Caribbean,reside there from early Nov- to April - Island hopping- to avoid the rush of the Arctic snow- I guess they want me to add more stuff here. I'll send you a picture, if you ask me privately - LiFE IS FOR THE LIVING - that's why I only apply myself 1/2 year here, and there. I can't believe Timothy 2:11- 12 is still being preached in this Updated Modern World--no wonder Women are still suppressed --- WOULD YOU LIKE TO JOIN ME?! picture on request, too well known around my area.Please, don't send me any pictures including your last Husband. IF you know by any chance one of your Horse Friends like to meet a terrific Canuck Horse fellow 'Pearlfischer', ( he returned to Canada, after living through Katrina and Rita), who is also too shy to place his profile here, I try to help him, and be a Match Maker."
808,5Alvino5,M,High school,Hispanic,Will fill out later
809,VP73,M,High school,Caucasian,"My likes include, Texas Longhorns Football, live music, country dancing, kindness, honesty, someone that makes me laugh, positive vibes, non controlling, and someone that doesn’t judge others. This is just a few important things to me. Save the rest for a later time."
810,BigWilly4U,M,Bachelors Degree,Hispanic,Love life
811,TxSoulja610,M,Masters Degree,Black,"Recently relocated to SA area. Just looking to see what's out there, if anyone catches my eye and KEEPS my attention."
812,bunnywolf3,M,Masters Degree,Mixed Race,"Confident, considerate, professional and honest man. Large appetite for travel."
813,BigRed1961,M,Bachelors Degree,Caucasian,"It's taken me a long time to get where I am comfortable with myself. As Popeye said, “I yam what I yam” and I’m pretty happy with that. I'm 58 and divorced. Been in Austin 17 years now and mostly love it. I have a wicked sense of humor and sometimes make inappropriate jokes. I will say something that will embarrass you. Not intentionally, but, it will happen. I love outdoor activities such as hiking, fishing, canoeing and photography. Indoor activities such as old black and white movies, reading science fiction and mystery novels, writing, and live music. I am fan of dinosaur rock n' roll and red dirt country.I'm a firm believer in the Oxford comma. I am strong, often thoughtful, often clueless, loyal, very male, usually fun company, pretty handy with tools, can iron passably, can bake a pie like you have never had, can fix a complete Thanksgiving dinner, don’t vacuum often enough, and I hate folding clothes.I love going to Round Rock Express games, happy hour with friends and occasionally (very occasionally) making a fool of myself at karaoke.I am looking for a woman to share some of these activities with me and introduce me to some new ones.Someone who will accept me as I am.I'm trying to learn electric guitar because I have always been insanely jealous of people who can make music out a hunk of wood and strings. I want to be one of those people."
814,spencerc37,M,High school,Caucasian,I like sports concerts going to the river traveling spending time with my kids like to draw listen to music watch movies etc I also like to write music just want to meet someone real on here and see where things go I have a 12 yr old daughter and 8 yr old son they are everything to me! Looking for something real
815,eric78229,M,Some college,Caucasian,Love football and having good time
816,superman008,M,High school,Caucasian,I like to workout and pretty much anything with the outdoors easy going like to have fun
817,Faceless_Man,M,Some college,Native American,"I'm originally from Louisiana. I'm currently in San Antonio working, but I'm possibly looking to move here by the end of the year. I work a lot, but when I'm not working I enjoy training Jiu Jitsu, going to Breweries or Distilleries. I'm basically just testing the waters. "
818,iikkee,M,High school,Hispanic,Love to exercise
819,1IHIH,M,Bachelors Degree,Hispanic,"Looking to meet someone, maybe we can find some things in common. Nothing complicated. No drama.I'm ok with not knowing everything from your profile, besides descriptions can vary depending on point of view."
820,Iknowwhatiwant2,M,Bachelors Degree,Black,"A true gentleman in every sense of the word. I also would like to add, that I look like my pictures. Why because they are current. I am looking for something real. I want a loyal,honest and a good communicator. Ladies if your profile is fake, please do not hit me up. I will give you the business. If you don't know what the business is try me, you will surely find out. I am not on this site to play games. Let's be adults and be honest. If you don't like what you see, I'm fine with that. Just keep on fishing but not in my ocean. Bless you and enjoy your time on this site. I want to add this. Iam not a skinny man I am muscular and thick. My arms, chest and entire body are real. No photo shopping here. I am all natural. If this is not for you please stop leaving message asking me questions about my body. I AM REALLY THIS BIG!!!! Omg. Reading.,writing, workin out."
821,AlphaMaleDavid,M,Associates Degree,Hispanic,"I am a Christian man who is old fashioned and has conservative, traditional beliefs and viewpoints. Liberals and I don't get along. If you only have face pictures I'm not going to respond, I keep getting tricked by profiles that read average, athletic, slender etc... And then find out I was lied to. Please be honest! Everything in my profile is the truth and really don't appreciate the dishonesty. This also applies to only one profile pictures. 8 times out of 10 they are fake profiles with stolen images. And yes, I'm quickly losing interest in this site because of it.I am not a boy, and don't play games, when it comes to my heart or yours. If you've ever seen classic films or John Wayne movies, then you know what you're getting into here. I believe that a man should be a man, and a woman should be completely girly. I don't subscribe to the concept of any other types of genders. I respect mothers who raised girls to be women, If you believe or were raised to treat your man right, then I'm the man who will treat you like a Queen. I won't kiss your a$$, and I am honest to a fault. I have been off the market and have become the man God wants me to be. I am not politically correct, I am a Christ follower and I am not perfect. I am however still working on this. When I'm in a relationship, I believe that I am property of my woman and she is mine. You get extra points if you enoy wearing skirts and dresses, enjoy rom-coms and are affectionate. I am very affectionate and love to hold the woman who holds my heart. I'm not looking for ""Hot"" or ""Sexy"" (too much psycho and drama there) I want a cute face, a slender, voluptuous or average figure that keeps my interest and my hands on you whenever you walk by. Each of my past relationships, have made me a better person and taught me how to cherish the woman I'm with. I'm open to meet, and if there's a spark of interest and chemistry, we can start as friends, then see if we mutually want to take it beyond that. I am witty, sarcastic and cheeky, so you can't be overly sensitive to jokes. I love hearing the laughter of the woman I love, and really am attracted to the sound of a woman's voice, playfulness, and sexiness. Lastly, If you need an ""outdoor"" guy, that's not me. I enjoy technology and the benefits of today's modern age. I love relaxing to Country Music, Smooth Jazz, Instrumental soundtracks, Classical, and Christian music (KLOVE). I read my Bible every morning and am starting my 4th re-read of old and new testament. If you've ever watched Little House on the Prairie, then You can grasp my faith lifestyle. It's similar to Charles Ingles.I have noticed that women tend to prefer men of a certain height, so I respect that. Just as we men tend to prefer women of a certain weight, so please respect that. I wish you well and thank you for reading this far. Feel free to send a message if any of this speaks to you."
822,west_1974,M,Some college,Hispanic,"I like nature, i like go fishing, and go on hiking trails, bowling, movies, I like sports, i like my coffee in the morning, meditation and prayer. I like painting, and I like building things. I like country music, tejano, classic rock, old school rap. I'm very hardworking, humble, honest, down to earth kinda guy."
823,BoredAsToast,M,Associates Degree,Caucasian,"No, i do not want your snap or instagram. I do not want to click on your link. You know whats sexy? Self respect and a personality."
824,RomanticFrog4One,M,Bachelors Degree,Hispanic,"Still new to Austin area after almost 6 yrs . Moved for wrk n love it here.So much to do..So looking for someone to build a new friendship.. do things with n hopefully go into LTR.Have tattoos don't smoke active funny smart affectionate n funny..did I say that already lol.If we match..let's chat,talk on the phone n make plans to meet...See if the physical chemistry is thereIts that simple...Why people make online dating so hard.Good luckLuis Alberto5'9"" 205lbs n getting fit everyday."
825,hydro5,M,Bachelors Degree,Caucasian,That would take the fun out of it.
826,livetowork,M,Some University,Caucasian,"I'm a gentleman, love making new friends, am sometimes very busy,but i still make out time to talk to friends... I love my job, my family and country.... I want a serious relationship that would lead to marriage"
827,Jacobs4004,M,Bachelors Degree,Caucasian,"I consider my self as a crayon i may not be your favorite color but i will love to complete your picture if you would let me complete it lol, well i listen to all of music depending on my mood music helps to heal the soul a least thats what i believe"
828,TonyG83,M,High school,Hispanic,"For my hobbies I like to play softball,basketball,football pretty much anything that's outdoor I'm cool with. For my goals I would love to have a nice house a good marriage with kids nice cars u know all that good stuff. Well I'm a real nice layback guy that like to have a good time go out for drinks but I also like to stay home and pop a movie in and chill. Im a honest person and I like to make people laugh. And the music i'm in to are hip-hop R&B rock and a Lil country"
829,horns13,M,Some college,Caucasian,"I am a Texan born and raised. I've been living here in Austin for nearly 18 years and I love it here! Love my Astros, Longhorns and Spurs!! Always up for going to a game. Also always up for margaritas and some water...rivers, lakes and/or beaches. Getaways to Mexico and traveling in general are also things I love to do! I'm a big fan of sports, most genres of music and movies. I love seeking out new places to go out and eat as well as cooking a nice meal at home. Please feel free to ask if there is anything else you would like to know."
830,sebastiaman,M,Some college,Other Ethnicity,"I'm an animals love,i like camping,hiking,BBQ,lake,outdoors walk by the lake,parks music,live band,natural,and anything fun outdoors..."
831,devation24,M,Bachelors Degree,Black,Living my best life and all the unique adventures the world offers!))
832,mdavis56,M,Some college,Caucasian,"If you are window shopping and not really interested in a “serious” long term relationship Please pass my profile byI am honest to a point of being ""painfully"" so I am looking for a ""real-time"" buddy/hang out pal. SO I am not interested in ""texting w/(someone I don't know). That being said I am also not interested in ""lengthy"" phone conversations with someone, (I've never actually ""met"" face to face). I would rather stay home as opposed to going to a crowded bar.Say maybe put on a rented movie, some Sarda, I have an absolutely AWESOME mesquite-grilled chicken recipe. And I make absolutely delicious layered enchiladas. Oh I like to go hear live music occasionally, Working at Dell Computer GAVE ME A ""STROKE, I have a PARALYZED ARM, so I can't work a 9-5 job. :But even so being on disability benefits has it's advantages. I can go to work at my hobby/writing wearing my daffy duck boxer-shorts, fuzzy pink house slippers & my cup of coffee. Okay back by popular demand;THE MAN'S GUIDE FOR ""IS-SHE- THE-RIGHT-WOMAN! ""#1""First & foremost guys check her closet, if you can open the door without being covered in an AVALANCHE of shoes okay, Seriously though, I can see where ""shoes"" could be fun but, they're CLOTHING, something you put on your feet so your heels don't get all hard & ugly. Just kidding gals.I can see where shoes could be ""fun"" for ladies. Just like a ""workshop"" in the garage is fun for us guys. ""we don't aspire for much do we""? I guess we're pretty simple creatures after all.SECOND & EQUALLY IMPORTANT in the man's guide for; is she the RIGHT woman..........take notes on how many times she calls out from the bathroom:""YOU DIDN'T PUT THE TOILET SEAT BACK DOWN AGAIN!"" This can be a MAJOR indicator of whether she is the right gal. LADIES?.................Your a BIG GIRL now, put the toilet seat down before you sit. and for heavens sake...WATCH WHERE YOUR SITTING!!!!!! This wouldn't be a problem if you grew-up in the same part of the country i did. In Texas when your out camping, and there are no facilities you DON'T SIT without looking where your hinney is going to land. I think it took ONE TIME of my momma pulling cactus thorns out of my three-year-old little pink hinney for me to learn this lesson. :) with every pluck of the tweezers I emitted a whiny little;""eeooww, eeoooww. who would have ever thought God would have put so many tiny stickers on one leaf of cactus-pear? (he must have been thinking of me, when he created it!) ""Won't Mark be surprised when he SITS on THESE"""", he thought a grin on his face, with his sense of humor he was pleasedI DON'T just sit around watching TV with all the time on my hands, I'm a ""novice"" writer.THIS CAME TO ME IN CHURCH SUNDAY!I was singing in Church this morning when a vision appeared, of God and Gabriel leaning on a fence rail in heaven. Gabriel with his hands is covering his ears. God leans over & whispers, ""Gabriel what IS that racket?""""It's Mark E. Mann your holyness."" Gabriel whispers an embarrassed response..""JUMPING JEHOSEPHAT, did i do that?"" That poor jerk, obviously not some of my best work! Weeelllllllll let's give him another gift then.""He does like to write sir, "" Gabriel said 'PEE-YEW' pinching his nose. Well give him a truck-load of tablets and pens then, ""ANYTHING to keep his mouth closed""!WANDER IN THE DESERTThe Bible says the Israelites wandered back and forth across the desert, Not just aimlessly. I can just hear one of the female children implore HEY didn’t wepass this rock BEFORE? Moses you’re leading us in circles,why don’t you stop and ask directions. Moses chin down andjaw taught, just kept walking steady as a clock.Okay ladies now you know why men ramble,we won’t stop until the wheels fall off, or we break a sandal!"
833,mlookingpof,M,Bachelors Degree,Caucasian,"I am a hard working, fun loving, loyal person that enjoys down time hanging out with family and friends or spending time at the beach. I am looking for someone with same values, same interests and good chemistry.I have 3 kids, all of which are over 18.I try pretty hard to balance the important things in life ... spiritual, mental and physical. My idea of a nice evening is a small gathering with close friends over loud crowded bars and I'm happiest when outside doing something.Staying fit is very important to me...nothing extreme, no marathons; just like to stay in shape.I'm looking for an honest, sweet, nice, and intelligent woman. I want someone whom understands me and vice versa. I am looking for fun companionship that is also there for whatever life throws our way. I would like to meet a person who is interested in forming a friendship to develop naturally from there."
834,mystictendency,M,Bachelors Degree,Middle Eastern,"SF Bay Area --- > Austin/Round RockHeavily meditated.INFP. Fermented tea > fermented barleyOmnivore, mostly plant basedInfinite beings with enormous capacity. I'd like to think of myself as kind and self aware, and I place a ton of value on compassion. These are three qualities that I value highly, if not supremely.Kind, fun and kinda funnyIf you don't want to play outside, can I play with your dog?"
835,Joe78654,M,Some University,Caucasian,"First thing do not ask me to text you or talk through email after the first 10 messages. I will think it is spam or a hack. I will decide if you are real or not. Trying to put my best foot forward each day. I like to work out 5 days a week. If you are not taking care of your body and mind then I am not intrested. love to go fishing as much as I can. I am very honest about how I feel and my opinions. God and my boys come first. I am open to a women approaching me first. If I tell you strait up that I am not interested then dont get your feeling hurt it's a dating site. I do not lie and sometimes I am to honest. Life has its ups and downs. I try to be positive about every situation. Life is what we make it. It's just nice to have someone to share that with. Simple things holding my hand while watching TV. Making dinner with me. Catch that someone you are with staring at you from across a room. If you put your best foot forward in the small things in life. The big things come a lot easier. Honesty is key to everything in my life. God has me right where he wants me. MusicMusic soothes the soul,and is very important to me. Love old rock and metal. Zep,Judas Priest,Sabbath,and Collins. If I listen to country its 70's and early 80's. Cash is king. I like old school rap as well. This new monotone rap sucks. Love listening to LP's. I love sports but not going to waste my weekend and sit in front of a TV. I would rather be outside playing sports. HobbiesI like to go to garage sales and buy old furniture so I can restore it to new and beautiful. I love to go fishing and work out as much as i can.Most of all spend time with my kids. One of them is almost out the door to start his own life. I get my kids every other week. He will be missed very much. Thank you for reading. P.s.  I take very bad selfies."
836,onelineonefish,M,Some college,Caucasian,"Well at this time in my life I am looking down the road at what I want to accomplish to prepare for retirement. : ) I recently got into guns and target shooting though I’m not a hunter. I like golf , college sports and pro football. I like movies and some tv shows and love the water or beach."
837,lamballen,M,Masters Degree,Other Ethnicity,"Be the tangent! *spontaneous*adventurous*responsible*communicative*open and honest *positive mindsetDislikes:*dishonesty*selfishness*ppl who lacks respect or empathy*overly ambitiousI am 5'8"". Don't care how tall you are.I would like to meet you in person if we match."
838,Spokesguy,M,Bachelors Degree,Black,"Proud father of a middle schooler. Former newspaper writer. Liberal. 8-time marathoner. Red wine should be a food group. Lived in Austin since 2009. Previously habitats include San Antonio, Hartford, D.C., and Dallas. Austin has worst traffic, best tacos.Work in state government as a spokesperson - so I am an apt communicator. Listening is important."
839,anson27m,M,High school,Caucasian,"I'm honest and loyal I have morals....I can be funny/goofy at times..I don't have a record so that should be a huge plus nowadays..I was born and raised in Austin, Texas and have lived in central Texas all of my life...I enjoy doing stuff outdoors..I like to go camping in the fall and hang out around the campfire, fishing, yard work, Or being under the stars at night...I like astrophotography it's a real challenge to take a good picture..I'm very resourceful and industrious...If I want something I do what it takes to get it and if I can't I usually can make/build it my self...I built a Donkey Kong machine from scratch...I'm pretty good at fixing things and I'm not afraid of getting my hands dirty...My mom says I save her lots of money or that I should of been an engineer..I've worked doing pretty much everything in the construction my entire life..I'd have to say the thing I'm most proud of is that I remodeled my moms house for her from the floors to the ceiling...I'm currently self-employed doing handyman stuff for 2 offices buildings in Austin as a contractor....I'm just tired of being single and I'm lonely I want to be in a relationship.Just ask if you wanna know something and It's ok just to say Hi...But also let me know if you are real or not....This website is full of fake bot profiles that try to trick single men into joining some third party website...And they always send an e-mail that says ""Hi there"" and if I respond I'll get an e-mail back about joining some hookup website or some crap...Trying to find someone being a guy is quiet depressing on here...So if you only say ""Hi There"" I'm going to assume you are just a bot."
840,DanielGold,M,Bachelors Degree,Caucasian,I really enjoy my life and would not change anything. But I am looking for someone special to enjoy the future with. I am ope-minded and adventurous. I believe in the golden rule and influencing the world in a positive way.
841,luv4you74,M,Some University,Caucasian,"I've been on this site for some time now ( less than 1 year) and I feel that people misjudge or label you before even meeting you. Not everyone is photogenic. That does not necessarily mean you will look exactly as in your pics. Yes, you will have most of the features and IT WILL be you but for some of us, photos don't do us real justice. I'm an example of that and I have been told many times I need to get rid of my pics because they don't really represent the real me or do a poor job representing me. So, having this said, if you come across my profile or I have reached out to you, give yourself the chance to really see the real me and not just "" Unread delete"" I get it, is all about attraction as well and we will never be always attracted to everyone. If you are in doubt, then meet the real me and decide. The worst than can happen is you made a new friend. ABOUT ME:Im a father of 3 loving kiddos ages 10, 7 and 6 ( Boy, girl, boy). They are my life and priority. I'm very active and love to work out. I actually run and lift weights everyday. I used to compete in Jiu jitsu but life took over and my kids soccer schedule got in the way. I'm a very genuine, romantic, sentimental and affectionate man. I'm very nostalgic and caring. I'm very outgoing and spontaneous. I love to surprise and love details. I can tell if we are on a good path once we meet. It's all about a solid connection and chemistry. If you are really looking for someone caring and real, give yourself a chance to meet me and I'm sure I won't disappoint. I wish you the best in your search!"
